title,link,price,Img,Description,Bottle Size,Alcohol/Vol:,Made In:,By:,Sugar Content:,Sweetness Descriptor:,Style:,Varietal:,Release Date:,This is a VQA wine,This is a Kosher product.
XOXO PINOT GRIGIO CHARDONNAY,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/xoxo-pinot-grigio-chardonnay-16780,$3.95,/content/dam/lcbo/products/016780.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"XOXO wines are smooth, easy to enjoy and ideal for any occasion. Pinot Grigio and Chardonnay grapes make a perfect match, with delightful flavours of fragrant fresh pear, nuts, cantaloupe and vanilla. This fresh, stylish white is great on its own, or pairs wonderfully with seafood, salads and sushi.",250 mL tetra,12%,"Ontario, Canada",Andrew Peller Limited,12 g/L,D - Dry,Light & Crisp,Pinot Gris Blend,,,
ESTREIA Alvarinho Loureiro 2019,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/estreia-alvarinho-loureiro-2019-732387,$13.55,/content/dam/lcbo/products/732387.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Made with Alvarinho and Loureiro grapes, this wine displays aromas of tropical fruits with citrus notes. Fresh with floral nuances, it dazzles and captivates through its minerality, complexity, balance and persistence.",750 mL bottle,12%,Portugal,Viniverde - Promocao E Comercio De,,,,Alvarinho Blend,,,
Tavernello Pinot Bianco Famoso,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/tavernello-pinot-bianco-famoso-14060,$8.80,/content/dam/lcbo/products/014060.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"This great-value white from Italy's number one brand is a blend of Pinot Bianco and the rare Famoso grape variety. Its perfumed aromas of biscuit, pear and melon are complemented by floral and nutty tones, followed by a clean and refreshing finish. Great on its own or paired with white-sauced pasta, fish or light seafood.",750 mL bottle,12%,"Emilia-Romagna, Italy",Caviro Soc. Coop.,10 g/L,D - Dry,Light & Crisp,Pinot Bianco,,,
Villa Blanche Sauvignon Blanc 2019,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/villa-blanche-sauvignon-blanc-2019-799726,$16.15,/content/dam/lcbo/products/799726.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Glimmering with greenish reflections. An expressive, elegant nose with notes of citrus such as lemon and pink grapefruit and exotic fruit such as mango, evolves to embrace a trace of menthol, a hint of elderberry and a slight flintiness that completes this incredible aromatic complexity. The palate is clean and pure, with the fruit of white peach and apricot, floral notes of iris and a subtly toasted finish.",750 mL bottle,12.5%,"Languedoc, France",Calmel + Joseph,,,,,,,
Domaine Potinet-Ampeau Meursault 2012,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/domaine-potinet-ampeau-meursault-2012-761056,$102.85,/content/dam/lcbo/products/761056.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Golden colour, leaning towards bronze as it ages. The bouquet has strong aromas of ripe grapes. Butter, honey, and citrus fruits are also present. On the palate it is rich and fat with a cheerful and appealing taste of hazelnut. Unctuousness and freshness are in silky balance.",750 mL bottle,13.5%,"Burgundy, France",Prestige Des Grands Vins De Fr,,,,Chardonnay,,,
Family Tree 'The Goat Lady' Chardonnay VQA Speck Brothers,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/family-tree-the-goat-lady-chardonnay-vqa-speck-brothers-16792,$16.95,/content/dam/lcbo/products/016792.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,,750 mL bottle,13%,"Ontario, Canada",Speck Bros.,9 g/L,D - Dry,Full-bodied & Rich,Chardonnay,,,
Boschendal Appellation Series Elgin Chardonnay 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/boschendal-appellation-series-elgin-chardonnay-2018-16041,$42.20,/content/dam/lcbo/products/016041.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Sourced from a single parcel of Boschendal's grapes, this is a modern, exquisitely crafted Chardonnay that always turns heads. The 2017 vintage was awarded a score of 96 points by Tim Atkin, MW, and you can expect the 2018 to reflect a similar complexity and depth.",750 mL bottle,13.5%,"Elgin, South Africa",Bellingham Estate Pty.,2 g/L,XD - Extra Dry,Full-bodied & Rich,Chardonnay,"June 14, 2020",,
Pirinoa Road Martinborough Chardonnay 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/pirinoa-road-martinborough-chardonnay-2018-16016,$26.00,/content/dam/lcbo/products/016016.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Expect a ripe, complex wine, with a fragrant nose of peach and rockmelon and additional vanilla and hazelnut notes on the palate. Typically, this is crafted to be quite succulent and stylish, with well-integrated oak.",750 mL bottle,12.6%,"Martinborough, New Zealand",Snapper Rock Wines Limited Par,3 g/L,XD - Extra Dry,Full-bodied & Rich,Chardonnay,"June 14, 2020",,
Meyer Tribute Series Old Main Road Chardonnay 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/meyer-tribute-series-old-main-road-chardonnay-2018-16073,$31.10,/content/dam/lcbo/products/016073.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"This is from Meyer's Old Main Road vineyard in Naramata. Each year the Tribute Chardonnay honours a Canadian cultural figure, in 2018 modernist painter Gordon Applebe Smith.The Old Main chardonnay always strikes a riper, richer note and no change here even in the cooler vintage. The nose billows with ripe peach fruit, peat, spice and vanilla from French oak. It has sense of fullness but the 2018 acidity runs neatly through to the end. Excellent length. Score - 93. (David Lawrason, winealign.com, April 24, 2020)",750 mL bottle,13.5%,"British Columbia, Canada",Meyer Family Vineyards Inc,2 g/L,XD - Extra Dry,Full-bodied & Rich,Chardonnay,"June 14, 2020",,
Giulia Erminia Marche Bianco IGT 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/giulia-erminia-marche-bianco-igt-2017-781187,$47.05,/content/dam/lcbo/products/781187.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Straw yellow colour with aromas of white flowers, peach and citrus with spice, vanilla and hints of smoke. Balanced flavour, fruity with citrus and spice notes. Good acidity, mineral, sapid with great persistence and harmony. Light filtration before bottling. Serve at 13°C with grilled fish, cheeses, white meat and fried vegetables.",750 mL bottle,14%,"Marche, Italy",Azienda Agricola Fiorano Di Stracci,,,,Pecorino,,,
Le Verzure Bianco Augusto 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/le-verzure-bianco-augusto-2017-775817,$50.90,/content/dam/lcbo/products/775817.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Made from Trebbiano and Malvasia grapes, this wine displays aromas of acacia honey, peach, hazelnut, pine and a touch of incense. On the palate, flavours of golden dried fruits.",750 mL bottle,11.5%,Italy,Az. Ag. Le Verzure Di Villa Antonel,,,,Trebbiano,,,
NV Cirelli Anfora Riserva Bianco,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/white-wine-14002/nv-cirelli-anfora-riserva-bianco-777334,$80.50,/content/dam/lcbo/products/777334.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"A blend of 2015, 2016, 2017 Trebbiano d'Abruzzo Anfora. Deep gold in colour with aromas of pine nut, lemon, Thai basil, apricot and honey. Lemon, yellow pear, granny smith, buttery bread and saline minerality.",750 mL bottle,13%,"Abruzzo, Italy",Cirelli La Collina Biologica Srl,,,,Trebbiano,,,
Cirelli Vino Bianco Anfora 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/cirelli-vino-bianco-anfora-2018-777318,$42.00,/content/dam/lcbo/products/777318.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"The nose is dominated by chamomile flowers, with hints of clay and steely minerality This rare example of a Pecorino allows you to enjoy the grape variety fully. It has a soft creaminess and a precise and well-balanced tannin structure. On the palate, it is beautifully acidic with an easy-going freshness with hints of spice and delicate fruit notes.",750 mL bottle,14%,"Abruzzo, Italy",Cirelli La Collina Biologica Srl,,,,Pecorino,,,
Chateau Dereszla Furmint Szamorodni Sweet 2013,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/chateau-dereszla-furmint-szamorodni-sweet-2013-777409,$19.85,/content/dam/lcbo/products/777409.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,This wine is made of a mix of regular and shrunken Furmint grape berries; a perennial favourite among Central-Eastern Europeans.,500 mL bottle,12%,Hungary,Dereszla Kft,,,,Harslevelu,,,
Domaine Ratte Chardonnay 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/domaine-ratte-chardonnay-2018-753656,$58.35,/content/dam/lcbo/products/753656.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Chardonnay grapes from vines on well exposed plots. Manual harvest and slow pressing. Aging in oak barrels for a few months. No filtration at bottling. A subtle nose of pome fruit (pear), that follows through on the palate. ",750 mL bottle,13.5%,"Jura, France",Ratte Michel-Henri,,,,Chardonnay,,,
Stairs n' Roses Ohrenschwein 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/stairs-n-roses-ohrenschwein-2018-772129,$42.10,/content/dam/lcbo/products/772129.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Orange in colour with spicy, herbal flavours. Powerful tannin backbone with a mild but present acidity. An ideal wine for barbecues and grilled meats.",750 mL bottle,12.5%,"Mosel, Germany",Weinhaus Martin Kerpen Inh Celia Ke,,,,Riesling,,,
Grawu Gewurztraminer Roots 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/grawu-gewurztraminer-roots-2018-768044,$80.85,/content/dam/lcbo/products/768044.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"A lot of juiciness and length. The grapes grow in a special small vineyard in Termeno. A true idyll that produces incredibly tasty grapes for our CRU. 7 months on the skins, 5 months in stainless steel, then refined in the bottle. No filtration. An aromatic explosion followed by a nice long and balanced body that stays with you for a while.",750 mL bottle,12.5%,Italy,Grawu D. Dominic Wuerth,,,,Gewürztraminer,,,
Muscadet de Sevre et Maine Monniere SF1947 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/muscadet-de-sevre-et-maine-monniere-sf1947-2016-781740,$36.00,/content/dam/lcbo/products/781740.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"From a vineyard dating to 1947, located between the twin villages of Monnieres and Saint-Fiacre, this is a limited-production wine. Ripe apple flavours have developed beautifully, keeping the natural freshness of Muscadet while adding depth and ripeness. Drink this wine now, - R.V. Published 10/1/2019",750 mL bottle,12%,"Loire, France",Gadais Pere Et Fils,,,,Muscadet,,,
Chateau Dereszla Furmint Late Harvest 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/chateau-dereszla-furmint-late-harvest-2016-777391,$20.70,/content/dam/lcbo/products/777391.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"This very special late harvest wine is sweet, but not too sweet; made of the same grapes as the Aszu. The perfect after-meal drink.",375 mL bottle,10.5%,Hungary,Dereszla Kft,,,,Tokaji/Furmint,,,
Grawu Sauvignon Blanc 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/grawu-sauvignon-blanc-2018-768036,$42.00,/content/dam/lcbo/products/768036.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"A lot of juicy freshness, ripe acidity and fruit to drink. Cultivated on an airy hill above the Adige valley at about 400 m high on limestone gravel soils in a simple pergola form. Fermented for 5 days with acacia skins. Aged 12 months on its fine yeasts in large acacia barrels. Elegant and subtle aromatics. Easy to drink, with a nice acidity and a citrus flavour that gives a nice backbone all along.",750 mL bottle,12%,Italy,Grawu D. Dominic Wuerth,,,,Sauvignon Blanc,,,
Santa Julia Chenin Blanc,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/santa-julia-chenin-blanc-16362,$12.00,/content/dam/lcbo/products/016362.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Bodegas Santa Julia is one of Argentina's leaders in sustainable winemaking, and Mendoza has become one of the world's top wine regions. This extra dry, aromatic chenin blanc delivers floral, yellow plum and quince aromas and ample tree-fruit flavours. Its lively texture is superb with seafood, chicken or vegetable dishes.",750 mL bottle,13%,"Mendoza, Argentina",Bodega Santa Julia,3 g/L,XD - Extra Dry,Aromatic & Flavourful,Chenin Blanc,,,
San Giorgio Lustro 2019,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/san-giorgio-lustro-2019-768390,$58.30,/content/dam/lcbo/products/768390.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Pantelleria is a small Mediterranean island that lies at the midway point between Sicily and Tunisia, where Abbazia San Giorgio is using ancient methods to produce incredible wines. Lustro is made from Cataratto that is planted in volcanic soil. The vineyard is left largely untouched until harvest, after which the grapes are spontaneously fermented on the skins for a few days, resulting in a light-medium bodied amber wine that is superlatively refreshing. Intense aromas and flavours of juicy young pineapple, floral and herbal notes.",750 mL bottle,12%,"Sicily, Italy",Abbazia San Giorgio Srl,,,,Catarratto,,,
Domaine Camille Braun Sylvaner 2019,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/domaine-camille-braun-sylvaner-2019-776518,$31.50,/content/dam/lcbo/products/776518.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,Natural wine. Floral on the nose with some notes of evolution. Crisp and fresh.,750 mL bottle,13.5%,"Alsace, France",Domaine Camille Braun,,,,Silvaner,,,
Domaine Camille Braun Riesling 2019,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/domaine-camille-braun-riesling-2019-776567,$40.40,/content/dam/lcbo/products/776567.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,Natural wine. Floral on the nose with substance and complexity. Beautiful freshness.,750 mL bottle,13%,"Alsace, France",Domaine Camille Braun,,,,Riesling,,,
La Tunella Picolit 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/la-tunella-picolit-2017-717420,$53.55,/content/dam/lcbo/products/717420.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Sweet with hints of honey, ripe fruit, apricot, peach, and figs. The palate is sweet, warm, velvety, and refined",500 mL bottle,13.5%,"Friuli, Italy",Azienda Agricola La Tunella,,,,White - Sweet,,,
Mileto White 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/mileto-white-2017-774489,$23.35,/content/dam/lcbo/products/774489.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Made from Viura grapes and coming from Rioja, Spain. Aromas of white flowers, citrus and grapefruit. Medium bodied with bright acidity and some creamy notes.",750 mL bottle,13%,"Rioja, Spain",Bodegas Alvia Sl,,,,Viura (Macabeo),,,
Handley Estate Pinot Gris Anderson Valley 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/handley-estate-pinot-gris-anderson-valley-2018-775726,$34.25,/content/dam/lcbo/products/775726.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Aromas of nectarines, lemon blossoms, and thyme. Mouth-watering flavours of guava and lemon zest interplay with fleshy nectarine, peach pit, bees wax with hints of lemongrass.",750 mL bottle,13.2%,"California, USA",Handley Cellars,,,,Pinot Gris,,,
PKNT Sauvignon Blanc Private Reserv 2019,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/pknt-sauvignon-blanc-private-reserv-2019-757673,$12.25,/content/dam/lcbo/products/757673.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Yellow wine with greenish reflections. Intense aroma of currant, asparagus and orange blossom. The palate is crispy and balanced.",750 mL bottle,13%,Chile,Terraustral S.A.,,,,Sauvignon Blanc,,,
Hill Family Napa Sauvignon Blanc 2019,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/hill-family-napa-sauvignon-blanc-2019-786285,$43.95,/content/dam/lcbo/products/786285.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"The 2019 Napa Valley Sauvignon Blanc is largely from the Windy Flats Vineyard in the western foothills of Wooden Valley. This plot brings the complexity and the aromas to this wine. Some of the Watson Vineyard Sauvignon Blanc was also added for its acidity! The lots were whole cluster pressed, and fermented cold to give a crisp and fresh Sauvignon Blanc.",750 mL bottle,14.3%,"California, USA",Div-Cal Limited,,,,Sauvignon Blanc,,,
