title,link,price,Img,Description,Bottle Size,Alcohol/Vol:,Made In:,By:,Sugar Content:,Sweetness Descriptor:,Style:,Varietal:,Release Date:,This is a VQA wine,This is a Kosher product.
Pelee Island Ruggles Run Gamay Zweigelt VQA,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/pelee-island-ruggles-run-gamay-zweigelt-vqa-216028,$13.45,/content/dam/lcbo/products/216028.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Medium ruby colour with a pale pink rim; aromas of blackberry, herbs and spices with smoke and floral notes; dry, medium bodied with moderate acidity and tannins with flavours of blackberries, green herbs, spices and smoke.",750 mL bottle,12.5%,"Ontario, Canada",Pelee Island Vineyard Inc.,10 g/L,D - Dry,Light-bodied & Fruity,Blend,,,
Domaine Jean Bousquet Cabernet Sauvignon Organic,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/domaine-jean-bousquet-cabernet-sauvignon-organic-218875,$15.00,/content/dam/lcbo/products/218875.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Deep ruby colour; aromatic notes of coffee, prune, flowers, honey and fresh rye bread; on the palate it is medium-bodied and extra dry, with flavours of coffee and prune spread that carry through to the long finish.",750 mL bottle,14%,Argentina,Domaine Jean Bousquet,2 g/L,XD - Extra Dry,Medium-bodied & Fruity,Cabernet Sauvignon,,,
Red House Wine Co. Cabernet Shiraz VQA,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/red-house-wine-co-cabernet-shiraz-vqa-219030,$13.95,/content/dam/lcbo/products/219030.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Vibrant medium purple; lifted, smoky and prune aromas with a touch of cedar and coffee beans; dry and medium bodied, with full fruit flavour and smooth tannins on a long finish.",750 mL bottle,13%,"Ontario, Canada",House Wine Co.,14 g/L,D - Dry,Medium-bodied & Fruity,Blend,,,
Ascheri Langhe DOC,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/ascheri-langhe-doc-219790,$14.70,/content/dam/lcbo/products/219790.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Youthful ruby with purple highlights; rye bread, dark fruit, spice and tobacco aromas; extra dry, medium bodied; rye bread and spicy dark fruit flavours with balanced acidity and moderate tannins in a medium length finish.",750 mL bottle,14%,"Piedmont, Italy",Ascheri Matteo Azienda Agricola,4 g/L,XD - Extra Dry,Full-bodied & Smooth,Barbera,,,
Cavaliere D'Oro Gabbiano Chianti Classico DOCG,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/cavaliere-doro-gabbiano-chianti-classico-docg-219808,$18.80,/content/dam/lcbo/products/219808.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Medium ruby colour; aromas and flavours of chocolate, dark fruit and gentle baking spice, with prune and honey notes; dry, medium-bodied, structured tannins and refreshing acidity.",750 mL bottle,13.5%,"Tuscany, Italy",Castello Di Gabbiano,4 g/L,XD - Extra Dry,Medium-bodied & Fruity,Chianti,,,
Catedral Reserva Dao,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/catedral-reserva-dao-219816,$12.30,/content/dam/lcbo/products/219816.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Ruby red colour; upfront smoke, licorice, prune and spice aromas; medium body, dry wine; round fruit flavours, well balanced; medium/long finish with soft medium tannin on the finish.",750 mL bottle,13%,"Dão, Portugal",Worldwine-Comercio Internacional Sa,10 g/L,D - Dry,Medium-bodied & Fruity,DAO,,,
Caymus Cabernet Sauvignon,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/caymus-cabernet-sauvignon-222877,$108.95,/content/dam/lcbo/products/222877.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,,750 mL bottle,14.5%,"California, USA",Caymus Vyds,9 g/L,,Full-bodied & Firm,Cabernet Sauvignon,,,
Umberto Cesari Liano Sangiovese/Cabernet Sauvignon,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/umberto-cesari-liano-sangiovese-cabernet-sauvignon-225086,$27.95,/content/dam/lcbo/products/225086.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"For over 50 years, Umberto Cesari has been the standard bearer for quality wines from Emilia-Romagna. This blend of Sangiovese and Cabernet is dark, spicy and herbal. Go all in and serve it with a regional specialty like ragù alla Bolognese.",750 mL bottle,13.2%,"Emilia-Romagna, Italy",Cesari Srl,10 g/L,D - Dry,Medium-bodied & Fruity,Sangiovese/Cabernet Sauvignon,"April 1, 2021",,
Hahn Pinot Noir Monterey,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/hahn-pinot-noir-monterey-226555,$21.85,/content/dam/lcbo/products/226555.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"The Hahn vineyards are located south of San Francisco, just inland from Monterey Bay. Cool ocean breezes ensure development of vibrant fruit flavours. Aromas of black plum, smoke, nuts and a floral note lead to a palate with soft tannins, plum flavours and balanced acidity. Serve with cedar-planked salmon.",750 mL bottle,14.5%,"California, USA",Hahn Family Wines,6 g/L,D - Dry,Medium-bodied & Fruity,Pinot Noir,,,
Rodney Strong Sonoma County Cabernet Sauvignon,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/rodney-strong-sonoma-county-cabernet-sauvignon-226944,$27.95,/content/dam/lcbo/products/226944.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Founded in 1959, Rodney Strong Vineyards has been under the stewardship of the Klein family since 1989. Vintage after vintage, this customer favourite offers up dark berry tones accented by cedar, oak spice, vanilla and smoke. This is a refined and textured wine that will work well with grilled lamb, steak or roast meats.",750 mL bottle,13.8%,"California, USA",Rodney Strong Vineyards,5 g/L,XD - Extra Dry,Full-bodied & Firm,Cabernet Sauvignon,"April 1, 2021",,
Cave Spring Gamay VQA,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/cave-spring-gamay-vqa-228569,$16.95,/content/dam/lcbo/products/228569.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Light ruby red colour; lots of fresh red and black plum aromas with notes of citrus, berries and nuts on the nose; extra dry, medium-plus bodied, with round, ripe plum and berry fruit flavour and fresh finish.",750 mL bottle,13%,"Ontario, Canada",Cave Spring Cellars Ltd,2 g/L,XD - Extra Dry,Medium-bodied & Fruity,Gamay,,,
A to Z Wineworks Pinot Noir,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/a-to-z-wineworks-pinot-noir-229781,$27.95,/content/dam/lcbo/products/229781.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Founded in 2002, A to Z Wineworks has twice seen their wines named to Wine Spectator's Top 100 wines of the year. Always impressive, earthy and characterful, this is a Pinot that brings the savoury and the smoky to its red berry fruit. A wine for duck.",750 mL bottle,13.5%,"Oregon, USA",A To Z Winework L.L.C,5 g/L,XD - Extra Dry,Medium-bodied & Fruity,Pinot Noir,"April 1, 2021",,
Graffigna Malbec,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/graffigna-malbec-230474,$13.95,/content/dam/lcbo/products/230474.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Deep ruby colour; lifted, spicy and yeasty, blood orange, berries compote and herbs on the nose; dry; medium-full body; dark fruit and spice flavours with smooth tannins to finish.",750 mL bottle,13.7%,Argentina,Graffigna Ltda. S.R.L.,5 g/L,D - Dry,Full-bodied & Firm,Malbec,,,
Fontella Chianti DOCG,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/red-wine-14001/fontella-chianti-docg-230797,$14.80,/content/dam/lcbo/products/230797.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Attention to detail and constant innovation is Casa Girelli's key to consistent high quality. Medium ruby colour, with aromas of chestnut, red currant and spice, floral and citrus notes. The palate is extra dry, with a solid structure of tannin and acidity. Expect flavours of tart cherry, with earthy and vegetal notes.",750 mL bottle,12.5%,"Tuscany, Italy",Azienda Vinicola Girelli Spa,5 g/L,XD - Extra Dry,Medium-bodied & Fruity,Chianti,,,
"Beso De Vino Seleccion, Carinena DO",https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/red-wine-14001/beso-de-vino-seleccion-carinena-do-231787,$10.45,/content/dam/lcbo/products/231787.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Deep purple colour; upfront moderate aromas of prune spread, smoke and spice; dry and medium bodied with flavours of dark berry preserve, smoke and spice; medium finish, short term ageing potential.",750 mL bottle,13.5%,"Cariñena, Spain",Grandes Vinos Y Vinedos Sa,4 g/L,XD - Extra Dry,Medium-bodied & Fruity,Blend,,,
Louis M. Martini Napa Valley Cabernet Sauvignon,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/louis-m-martini-napa-valley-cabernet-sauvignon-232371,$44.95,/content/dam/lcbo/products/232371.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"One of the greatest value Cabs Napa has to offer. Layered, complex and stunning with rich black fruits and cedar in a sumptuous and elegant package. Balanced and structured, this is a classy Napa Cabernet. Enjoy with filet mignon and blueberry compote.",750 mL gift,14.2%,"California, USA",E. & J. Gallo Winery,3 g/L,XD - Extra Dry,Full-bodied & Firm,Cabernet Sauvignon,"April 1, 2021",,
Gérard Bertrand Cabernet Sauvignon Pays d'Oc,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/g%C3%A9rard-bertrand-cabernet-sauvignon-pays-doc-234815,$13.70,/content/dam/lcbo/products/234815.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Complex and concentrated with flavours of cedar, toast, black pum and licorice; cedar, plum and spice fruit, medium bodied & long finish.",750 mL bottle,14.5%,"South of France, France",Gerard Bertrand,6 g/L,XD - Extra Dry,Medium-bodied & Fruity,Cabernet Sauvignon,,,
Trapiche Cabernet Sauvignon,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/trapiche-cabernet-sauvignon-235671,$11.95,/content/dam/lcbo/products/235671.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Deep ruby red colour; cedar, black plum, floral and berries aromas; extra dry, medium body and light to medium intensity fruit flavour, with supportive tannins on the finish.",750 mL bottle,13%,Argentina,Penaflor/Trapiche,4 g/L,XD - Extra Dry,Full-bodied & Smooth,Cabernet Sauvignon,,,
Frisky Zebras Seductive Shiraz,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/frisky-zebras-seductive-shiraz-237644,$10.95,/content/dam/lcbo/products/237644.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Deep ruby, chocolate, floral and black plum aromas; dry, medium body; chocolate, black plum, mushrooms and spice flavours; ripe medium tannins.",750 mL bottle,13.5%,South Africa,United Nations Of Wine,6 g/L,D - Dry,Medium-bodied & Fruity,Shiraz/Syrah,,,
Sogrape Grao Vasco Dao,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/sogrape-grao-vasco-dao-238964,$16.60,/content/dam/lcbo/products/238964.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Portugal's Dao region is home to some of Portugal's most celebrated red wines. Grao Vasco blends touriga nacional and tinta roriz grapes, and with meticulous winemaking crafts a flavourful and complex wine with youthful red and black plum fruit, rye bread and chocolate flavours. Serve with grilled meats, game and poultry.",1500 mL bottle,13%,"Dão, Portugal",Vinicola Do Vale Do Dao Lda,8 g/L,D - Dry,Medium-bodied & Fruity,DAO,,,
Montresor Amarone Della Valpolicella DOC,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/montresor-amarone-della-valpolicella-doc-240416,$38.10,/content/dam/lcbo/products/240416.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Dark ruby-red colour; licorice, red fruit, dried figs and raisins and spicy aromas and flavours; dry, medium bodied, with balanced acidity, ripe tannins and good length.",750 mL bottle,15%,"Veneto, Italy",Cantine Giacomo Montresor,7 g/L,D - Dry,Full-bodied & Smooth,Amarone,,,
Beronia Tempranillo Rioja,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/red-wine-14001/beronia-tempranillo-rioja-243055,$13.80,/content/dam/lcbo/products/243055.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Dark ruby colour; sweet and savoury notes of dark berry fruit, cedar and spice; dry, with medium body, supple tannins and dark fruit flavours.",750 mL bottle,14%,"Rioja, Spain",Bodegas Beronia S.A.,5 g/L,XD - Extra Dry,Medium-bodied & Fruity,Rioja,,,
Santa Carolina Cabernet Sauvignon Merlot,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/santa-carolina-cabernet-sauvignon-merlot-245282,$8.95,/content/dam/lcbo/products/245282.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,Garnet red colour; aromas of cassis and black raspberries; medium-full bodied with ripe fruit flavour and light cedar spice on the finish.,750 mL bottle,13%,Chile,Vina Santa Carolina,4 g/L,XD - Extra Dry,Full-bodied & Smooth,Cabernet/Merlot,,,
Les Jamelles Merlot Pays d'Oc,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/les-jamelles-merlot-pays-doc-245324,$14.80,/content/dam/lcbo/products/245324.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"A deep ruby colour with forward dark fruit aromas that include black berries, currants and cherries; medium body, easy drinking",750 mL bottle,13.5%,"South of France, France","Badet, Clement & Cie",6 g/L,D - Dry,Medium-bodied & Fruity,Merlot,,,
Cabriz Colheita Selecionada 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/cabriz-colheita-selecionada-2017-247973,$14.95,/content/dam/lcbo/products/247973.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"This friendly-priced blend of 40% Alfrocheiro Preto, 40% Tinta Roriz (Tempranillo) and 20% Touriga Nacional was aged in equal parts French oak and stainless steel for six months. Look for bright, brambly berry fruit and a bit of chewy tannin, and savour with slow-cooked brisket.",750 mL bottle,13%,"Dão, Portugal",Global Wines Sa,6 g/L,D - Dry,Medium-bodied & Fruity,Red Blend,"March 6, 2021",,
San Pedro 1865 Selected Vineyards Carmenère 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/san-pedro-1865-selected-vineyards-carmen%C3%A8re-2018-249201,$19.95,/content/dam/lcbo/products/249201.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"A great vintage has delivered a very intense, fresh and defined style with aromas of brambly blackberries and dark plums and such attractively fleshy style on the palate. Very juicy, smooth and fresh. So plush and silky. Long, fresh tannins here. Drink or hold. Score - 92. (jamessuckling.com, April 17, 2020)",750 mL bottle,14.5%,"Maule Valley, Chile",Vina San Pedro Tarapaca S.A.,4 g/L,XD - Extra Dry,Full-bodied & Smooth,Carmenère,"April 17, 2021",,
Brights Maria Christina Red,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/brights-maria-christina-red-249904,$15.75,/content/dam/lcbo/products/249904.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,Pale garnet; smoky nose; off dry palate with berry flavour and a soft finish,1500 mL bottle,11.5%,Canada,"Arterra Wines Canada, Inc.",27 g/L,M - Medium,Light-bodied & Fruity,Blend,,,
La Ferme du Mont Première Côte Côtes du Rhône 2019,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/red-wine-14001/la-ferme-du-mont-premi%C3%A8re-c%C3%B4te-c%C3%B4tes-du-rh%C3%B4ne-2019-251645,$19.95,/content/dam/lcbo/products/251645.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"A blend of 60% Grenache, 30% Syrah and 10% Mourvèdre, this wine was matured in traditional concrete vats for eight months. Expect a fruit-forward glassful of black cherries and mulberries and pour alongside chicken thighs with mushrooms and bacon.",750 mL bottle,14.5%,"Rhône, France",Le Ferme Du Mont Sarl,5 g/L,XD - Extra Dry,Medium-bodied & Fruity,Grenache Blend,"April 3, 2021",,
Lindemans Cawarra Shiraz Cabernet,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/red-wine-14001/lindemans-cawarra-shiraz-cabernet-251884,$9.70,/content/dam/lcbo/products/251884.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Deep purple/ruby colour; rich floral chocolate and prune fruit with vanilla and poached pear on the nose and palate; dry, medium bodied with a spicy finish.",750 mL bottle,13.5%,Australia,Lindeman's Wines,13 g/L,D - Dry,Full-bodied & Smooth,Shiraz/Cabernet Sauvignon,,,
Luccarelli Primitivo Puglia IGT,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/red-wine-14001/luccarelli-primitivo-puglia-igt-253856,$11.75,/content/dam/lcbo/products/253856.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Deep ruby colour; fruit forward bouquet of dark fruit - black plum/prune, spice, lifted chocolate and chestnut notes; medium-to-full bodied and dry with flavours that follow the nose, plus dark berry cocktail, and medium tannins that add balance.",750 mL bottle,14%,"Puglia, Italy",Fantini Group Vini Srl,11 g/L,D - Dry,Full-bodied & Smooth,Primitivo,,,
Torrevento Matervitae Negroamaro Puglia IGT,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/red-wine-14001/torrevento-matervitae-negroamaro-puglia-igt-254300,$8.15,/content/dam/lcbo/products/254300.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Deep ruby colour; smoky, spicy, chestnut, floral and coffee aromas; dry, medium body, smooth and easy drinking.",750 mL bottle,13%,"Puglia, Italy",Torrevento,9 g/L,D - Dry,Medium-bodied & Fruity,Negroamaro,,,
Robert Mondavi Napa Valley Cabernet Sauvignon,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/robert-mondavi-napa-valley-cabernet-sauvignon-255513,$54.95,/content/dam/lcbo/products/255513.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"The late Robert Mondavi is considered the godfather of the California wine movement. This classic Cab - with cassis, blackberry and cedar notes - has been made since the winery's founding in 1966. Enjoy it with hearty dishes: meaty lasagna or filet mignon.",750 mL bottle,14.3%,"California, USA",Robert Mondavi Winery,4 g/L,XD - Extra Dry,Full-bodied & Firm,Cabernet Sauvignon,"April 1, 2021",,
